3.606253984887047626e+00,1.635064360968195629e+00
3.526921886761963165e+00,1.669157949823361742e+00
3.731264836992113310e+00,1.705636936092551625e+00
3.730837702463403627e+00,1.699304948157512873e+00
3.726006777184307506e+00,1.645338329827459312e+00
3.668847553446030751e+00,1.643478420360978465e+00
3.657141135798743115e+00,1.655468100382823549e+00
3.713573247632512508e+00,1.702749884801384672e+00
3.765187155304558608e+00,1.713357920915118626e+00
3.775341104723375363e+00,1.717150218612360169e+00
3.683591960478208804e+00,1.657784450122141706e+00
3.650188468726830227e+00,1.651792668400730690e+00
3.647727333954063234e+00,1.673949957004462030e+00
3.690405496155893417e+00,1.691000731754364494e+00
3.733567411923842450e+00,1.661936337437545097e+00
3.721845777679499090e+00,1.614589663107423023e+00
3.710387474983309009e+00,1.637703566260980459e+00
3.683417769060495672e+00,1.655401172067287430e+00
3.652563897635123791e+00,1.657209970521436704e+00
3.638626334514242000e+00,1.647545771563436068e+00
3.653507921170024098e+00,1.614563706140104138e+00
3.657091045078674885e+00,1.590952363224859889e+00
3.672148078341219701e+00,1.595136631830987861e+00
3.683485216893505054e+00,1.650832485470645317e+00
3.690296857868851532e+00,1.633724217869483297e+00
3.687394735816045710e+00,1.631349528368988500e+00
3.705305340883345178e+00,1.658020262679398060e+00
3.716408053148636981e+00,1.633749094086763609e+00
3.651132386029124266e+00,1.596735793811417281e+00
3.656980391126571472e+00,1.605509564125550348e+00
3.656464899077823461e+00,1.616704962838857451e+00
3.696825704323048356e+00,1.646872130586274352e+00
3.687649819709972299e+00,1.647245030254952169e+00
3.675303619446592229e+00,1.615500635852229472e+00
3.664212434397243090e+00,1.616362016031168025e+00
3.636444844421443889e+00,1.605266476627639660e+00
3.689626068333442532e+00,1.630357643030657888e+00
3.729417148899000445e+00,1.663817728707571053e+00
3.777676944162378536e+00,1.685306917361340862e+00
3.713144078359337907e+00,1.659867931529041218e+00
3.669057163794261278e+00,1.612392604613750224e+00
3.648370923491577766e+00,1.609779360680954285e+00
3.663441038361798352e+00,1.628875141201180154e+00
3.684299057394139876e+00,1.647371649191168519e+00
3.716836807607303506e+00,1.667950912406706454e+00
3.723350106350821864e+00,1.660245509664398877e+00
3.729802916205310570e+00,1.653863786565011429e+00
3.698202397898388227e+00,1.651279176036052343e+00
3.674479830523592838e+00,1.637552562040285098e+00
3.704933282531863714e+00,1.653764539645495413e+00
3.744944377059600704e+00,1.679971195457373723e+00
3.696692314874270746e+00,1.658374314699559093e+00
3.663162310502420027e+00,1.644031553122826006e+00
3.651674906946927646e+00,1.639486880893032295e+00
3.658677309307001302e+00,1.643733177320408467e+00
3.670594535627313526e+00,1.648098951532529499e+00
3.675124775708989322e+00,1.653542919999915872e+00
3.702591292890603292e+00,1.668350620738040302e+00
3.666442193518879122e+00,1.641837218588448000e+00
3.648130952233240798e+00,1.619841904428541257e+00
3.671784397388941024e+00,1.637570573939752139e+00
3.684307574493783211e+00,1.653790894378551091e+00
3.687928107228788832e+00,1.653830579871726103e+00
3.683056291723735054e+00,1.665353692743273717e+00
3.670168466063257640e+00,1.645574293816313594e+00
3.673883845091048705e+00,1.643352500554683404e+00
3.663633456198416738e+00,1.633777651810408349e+00
3.674520124922702635e+00,1.641073936669294797e+00
3.686174688705709190e+00,1.651137315704231279e+00
3.670574051176219932e+00,1.650934081966044742e+00
