8.185940480655526930e-01,-1.193982944345756358e+00
6.268902013653139260e-01,-1.259808771605416933e+00
5.811777930145597404e-01,-1.139865862004697084e+00
6.996230202689259769e-01,-7.558022835027545794e-01
5.689359609960814579e-01,-6.092216295812347138e-01
7.134432441806434211e-01,-7.029445973428755101e-01
9.917612394628684269e-01,-6.757997412517712243e-01
8.213745162027887847e-01,-7.680534314152576147e-01
7.533535544885083812e-01,-8.425544498508428237e-01
8.147448867554534235e-01,-6.519167395809086774e-01
9.187412107508429182e-01,-3.782325178721132053e-01
1.125142305940289411e+00,-2.762697774346848933e-01
1.286693413426698740e+00,-4.626404288497191764e-01
1.194562275381110483e+00,-6.770660558280797714e-01
1.186450897193721987e+00,-7.600220422036169099e-01
1.224182029209515354e+00,-7.720759030452191141e-01
1.118544773868926701e+00,-1.031022751782408431e+00
9.815588504663046443e-01,-1.081471148251461400e+00
1.048163731864249160e+00,-1.048412212257928244e+00
1.494560284074800460e+00,-9.592758046411787864e-01
1.358481204852246549e+00,-1.087158805059388555e+00
1.057630591676851362e+00,-8.232641149608292963e-01
1.736364013417726504e+00,-2.890285767524274352e-01
1.598839223351330441e+00,-2.485470436669015293e-01
1.853389421591767672e+00,-6.987638026875715447e-01
1.557531337538130778e+00,-6.880939371754886125e-01
1.331692876498585143e+00,1.256102484203669156e-01
1.519392960039794627e+00,7.032938916221052050e-01
1.615116394703461022e+00,9.079025619469843766e-01
1.720013352170792542e+00,9.374892066207906050e-01
1.811637353472389966e+00,5.684674541153389438e-01
1.802588539020682390e+00,3.530776002402032931e-01
1.857348885663671068e+00,5.900971847217375554e-01
1.907645490012333633e+00,7.647503663051383738e-01
1.756166776235616123e+00,6.386481066176052934e-01
1.691344109146867725e+00,2.993140913069726183e-01
1.653024957364973790e+00,2.649126393464878437e-01
1.646786027433828181e+00,3.792933716143060963e-01
1.570589744586788017e+00,3.302050182804970313e-01
1.434863896242843273e+00,3.567441937170702237e-01
1.573978548369513009e+00,4.592257303005914948e-01
1.866585075137572769e+00,3.730990386167456485e-01
1.877897645089116274e+00,6.268318789101315347e-02
1.856277779486231072e+00,-5.666451539495113154e-01
1.875281563251097294e+00,-9.031723989405739950e-01
1.946348726181355682e+00,-8.187595293558725951e-01
2.001613467358649423e+00,-7.220907031572370016e-01
1.904030105166035547e+00,-9.259808373469580189e-01
1.843416544093372744e+00,-1.371052076889287319e+00
1.693830082106464019e+00,-1.706294336888151131e+00
1.482910902339576342e+00,-1.635466839494217783e+00
1.362381645078280856e+00,-1.267629754272573628e+00
1.355495821137712609e+00,-1.125244781264523430e+00
1.395254028944225455e+00,-1.370634456373425847e+00
1.266654580722285539e+00,-1.673749358030317991e+00
1.017257949833492159e+00,-1.978981689873625216e+00
1.061038636433992544e+00,-1.992540953572093487e+00
1.158157311933721845e+00,-1.657645966041220387e+00
1.207691564419920205e+00,-1.461267618239570520e+00
1.127569311198408419e+00,-1.535724916009509000e+00
1.208687786146187548e+00,-1.628416412825530069e+00
1.233831868948138233e+00,-1.802837650216184473e+00
1.116266791446252515e+00,-2.383949722755287937e+00
9.539283307361956510e-01,-2.882342517968285556e+00
1.178653500421301903e+00,-2.726933298225086677e+00
1.357870862559614311e+00,-2.396706750754044268e+00
1.328704513090102513e+00,-2.509704130712897552e+00
1.116402547695225067e+00,-2.600535335009186433e+00
1.011176791773284345e+00,-2.472855062986066166e+00
1.239415288761277489e+00,-2.097880604792838444e+00
1.387795668400109594e+00,-1.868935029543869142e+00
1.176399263157626551e+00,-1.911534924953606884e+00
9.882819817971764120e-01,-1.892748446068512891e+00
8.406236510528627415e-01,-1.579600618492224884e+00
6.499809287765435650e-01,-1.098474564171642687e+00
5.798250990297203478e-01,-8.117421896967329520e-01
4.295386021237426188e-01,-6.782660355033357513e-01
4.118616454110018421e-01,-5.645378868433879038e-01
3.650417861471878522e-01,-4.262125040345599025e-01
3.411569134285000193e-01,-2.923675286889313440e-01
3.217185388220386022e-01,-1.291570324773607670e-01
2.835971448870640010e-01,8.183556159819369014e-02
3.533160575915204049e-01,1.392286213447412324e-01
4.131722397635785304e-01,7.449566540715861496e-02
2.931467210598502904e-01,-4.972229621660115284e-02
1.959684502969184228e-01,-1.402246838821972486e-01
3.075649866222297107e-02,-1.110188553997438210e-01
5.402760092686544058e-02,6.811954546464878135e-02
1.178999972556482173e-01,2.730803442538131676e-01
1.367903458963808383e-01,3.412421402633865619e-01
1.645214705371665642e-01,7.690649852653590191e-02
1.089204955018805016e-01,-1.897859965865790199e-01
3.982879690713285459e-02,-2.472352215125047659e-01
-1.722024643395370514e-04,-2.060039389860768844e-01
-9.178510381329052503e-02,-1.178200981880785647e-01
-2.176474339870005381e-01,1.457241683027818771e-02
-3.245249658872966791e-01,2.504617631407443090e-01
-4.213121467517158547e-01,4.769031571110228240e-01
-5.141457070977257793e-01,6.483511406968126556e-01
-6.229627960758578054e-01,8.373283378032685409e-01
-5.389528075896037329e-01,1.159950175939122419e+00
-4.443973805601476035e-01,1.271276817623949729e+00
-4.371936160819919759e-01,1.190579884605982297e+00
-3.007475281160693070e-01,1.083446502548660151e+00
-1.674075214650713739e-01,8.770491295660445275e-01
-1.539273188197791131e-01,6.800737241282246437e-01
-8.625434455806678391e-02,5.423999891904148773e-01
-2.272044897506433209e-02,5.516858968279153563e-01
1.089014234471658849e-01,4.097093479432474261e-01
2.804128820679093193e-01,3.286699699545942571e-02
8.227762694557937406e-01,6.963049204509257073e-02
1.165187544943694142e+00,3.891706215798042545e-01
1.226631666334465409e+00,-2.080724423783582577e-01
1.073022164403957701e+00,-8.445658229085195590e-01
6.770359681778213012e-01,-6.628616199635753992e-01
5.417135021582986099e-01,-5.877590214808944835e-02
6.314156829833097451e-01,1.209845358022162976e-02
3.717669278942780653e-01,-1.694663409220628636e-01
3.926932931708128072e-01,-1.488849784941774978e-03
4.371889628505031267e-01,2.421355109891542845e-01
5.527635327451674296e-01,1.033296637668917883e-01
5.783537428511323908e-01,-1.942130220245827654e-01
4.975140236310297004e-01,-3.885783046662155682e-01
4.504825101608989080e-01,-6.222038679815676820e-01
4.089918583476538361e-01,-8.455903079839167669e-01
3.925688788782618066e-01,-7.720173167795553182e-01
3.326091306476194331e-01,-5.063012839152527533e-01
2.375354834474564525e-01,-7.077619334268763218e-01
4.438064102661877230e-01,-1.093012802659812266e+00
2.780667995018258343e-01,-9.167827729139534920e-01
2.374401844542397277e-01,-8.097117857294365839e-01
5.222533615076415670e-01,-1.070261807295435297e+00
