timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1485545687199332,1,-1,-3,-6,-2,-1,1,-1
1485545687200831,-1,-5,0,1,-2,-1,-1,-1
1485545687200831,-3,0,-5,-7,-2,-1,-1,-1
1485545687221854,-1,-2,2,4,1,-1,-1,0
1485545687221854,-1,-1,-2,0,1,-1,0,0
1485545687223347,0,0,-2,-3,-2,-2,-1,-1
1485545687223347,0,-2,-2,1,-2,0,1,-4
1485545687235887,1,0,1,3,0,2,-1,-1
1485545687235887,-2,-4,-2,2,0,-1,0,-2
1485545687242860,-1,1,-4,0,-1,-2,-1,-2
1485545687242860,-2,0,2,1,0,0,1,1
1485545687259377,-2,-1,0,-2,-2,-3,-2,-2
1485545687259377,-4,-3,1,-3,-2,-1,-1,-2
1485545687260873,-2,-2,-4,9,-1,0,0,1
1485545687260873,-2,-2,0,-6,1,0,-1,-2
1485545687281894,-2,-1,-1,2,-1,0,-1,1
1485545687281894,1,-1,0,3,-2,2,2,3
1485545687283389,-2,0,0,-2,-2,-1,-1,0
1485545687283389,0,-1,-1,-2,-1,-2,0,-2
1485545687295904,2,-1,3,1,0,0,-2,-1
1485545687295904,1,0,-1,-2,-3,-1,-3,-1
1485545687302902,0,-3,-4,-1,0,-3,-1,-1
1485545687302902,1,1,-4,1,0,-2,1,2
1485545687319414,1,-1,-4,-2,1,1,1,-3
1485545687319414,-2,-2,-1,-1,-1,1,-1,-1
1485545687320920,-1,1,-2,-3,1,-4,-2,0
1485545687320920,-1,-2,1,-3,-3,0,-2,0
1485545687341933,-1,-1,1,-7,-1,-2,0,1
1485545687341933,-1,0,-3,4,-2,-2,1,-1
1485545687343435,0,0,3,-2,-2,1,-2,-2
1485545687343435,0,0,-1,0,-3,-1,0,0
1485545687355931,-3,2,-1,1,1,1,1,-1
1485545687355931,-1,1,4,-3,-2,0,2,-2
1485545687362945,2,-1,-3,-3,-1,-1,-1,1
1485545687362945,-2,0,0,2,0,-1,0,1
1485545687378956,1,0,-4,-2,-2,-1,-1,-1
1485545687378956,-2,-1,-2,0,-1,-1,-1,0
1485545687380958,-1,-2,-4,1,-1,-1,0,-2
1485545687380958,-1,1,2,-6,-1,-1,1,-1
