timestamp,roll,pitch,yaw
1482546749875544,-0.190738,-0.21548,2.16657
1482546749898574,-0.193736,-0.219044,2.16563
1482546749922711,-0.202304,-0.2183,2.16871
1482546749937740,-0.215043,-0.214031,2.17383
1482546749966737,-0.230774,-0.210604,2.18138
1482546749981749,-0.243204,-0.208755,2.19085
1482546749996827,-0.249362,-0.202731,2.20261
1482546750035917,-0.254201,-0.191711,2.21756
1482546750043917,-0.261621,-0.178094,2.23691
1482546750050947,-0.268197,-0.163954,2.25837
1482546750071959,-0.270914,-0.149793,2.28122
1482546750097045,-0.270519,-0.135278,2.30634
1482546750117028,-0.268342,-0.119226,2.33316
1482546750171682,-0.264912,-0.101799,2.36096
1482546750171682,-0.263846,-0.0838604,2.39083
1482546750173643,-0.263644,-0.064581,2.42019
1482546750191712,-0.262476,-0.0452329,2.44898
1482546750214737,-0.258572,-0.0261014,2.47753
1482546750228331,-0.253006,-0.00958252,2.5059
1482546750251343,-0.249063,0.00537476,2.53446
1482546750273360,-0.248201,0.020602,2.56303
1482546750288336,-0.248632,0.0358979,2.58988
1482546750311456,-0.249978,0.0490679,2.61551
1482546750333677,-0.258052,0.0621782,2.64018
1482546750351690,-0.266996,0.0770841,2.66337
1482546750370704,-0.274997,0.0943317,2.68203
1482546750393722,-0.275994,0.11363,2.69595
1482546750408763,-0.271944,0.135683,2.70624
1482546750433805,-0.27135,0.159816,2.71188
1482546750453834,-0.277455,0.185007,2.71022
1482546750468846,-0.288738,0.20547,2.70407
1482546750490860,-0.302086,0.221274,2.69557
1482546750513911,-0.309329,0.231815,2.68397
1482546750529066,-0.312828,0.234067,2.67064
1482546750554086,-0.3166,0.230608,2.65765
1482546750582222,-0.32116,0.230477,2.64707
1482546750588192,-0.329283,0.230653,2.63965
1482546750611209,-0.342593,0.227114,2.6335
1482546750633331,-0.357738,0.220573,2.62904
1482546750648342,-0.367253,0.214817,2.62857
1482546750671307,-0.357927,0.212294,2.63282
1482546750695337,-0.333031,0.212729,2.64165
1482546750708942,-0.303723,0.21057,2.65469
1482546750731504,-0.281536,0.204236,2.66798
1482546750753514,-0.261848,0.193873,2.6782
1482546750768487,-0.24518,0.179271,2.68683
1482546750799509,-0.231643,0.161183,2.69575
1482546750813593,-0.21318,0.139872,2.70632
1482546750831682,-0.185219,0.118003,2.71872
1482546750850782,-0.152159,0.101886,2.73094
1482546750873754,-0.115408,0.0939666,2.74273
1482546750888764,-0.0858264,0.0877964,2.75457
1482546750911292,-0.0734139,0.082278,2.76473
1482546750933307,-0.0600224,0.0763254,2.77453
1482546750948326,-0.0327695,0.0702774,2.78509
1482546750971341,0.0037815,0.0620125,2.79533
1482546750993401,0.035629,0.0514748,2.8064
1482546751008935,0.0568439,0.042081,2.81762
1482546751031050,0.0675945,0.0320513,2.8254
1482546751054071,0.0772324,0.022216,2.83148
1482546751069081,0.0925446,0.0128207,2.83507
1482546751091205,0.105753,0.00488875,2.8366
1482546751113795,0.111762,-0.00516389,2.83604
1482546751128226,0.112638,-0.0147297,2.83473
1482546751152223,0.11736,-0.0202125,2.83298
1482546751173256,0.125116,-0.021434,2.83212
1482546751197269,0.128896,-0.0258624,2.82718
1482546751212842,0.124525,-0.0310838,2.8222
1482546751234052,0.126105,-0.0334918,2.81496
1482546751251055,0.137321,-0.0321305,2.80901
1482546751273041,0.146722,-0.0282377,2.80424
1482546751301116,0.14908,-0.0288777,2.79454
1482546751311631,0.137794,-0.0330602,2.78483
1482546751332674,0.123735,-0.0343046,2.77583
1482546751353707,0.116805,-0.032861,2.76942
1482546751371739,0.115391,-0.031207,2.76393
1482546751392732,0.11284,-0.0315943,2.75977
1482546751413732,0.106637,-0.0330979,2.75601
1482546751436392,0.0967034,-0.0324932,2.75503
1482546751455443,0.0877672,-0.0287171,2.75408
1482546751473468,0.0851136,-0.0223117,2.7553
1482546751496486,0.0854994,-0.0156434,2.75847
1482546751514087,0.0851292,-0.0101123,2.76141
1482546751533678,0.0857067,-0.00603675,2.7618
1482546751551650,0.0848923,-0.00360603,2.75946
1482546751573655,0.0829426,-0.0017643,2.75697
1482546751593692,0.0828371,0.00142989,2.75449
1482546751611759,0.0838961,0.00368951,2.75307
1482546751634065,0.0753456,0.00472868,2.7535
1482546751653288,0.060023,0.00606533,2.75377
1482546751676306,0.0479882,0.00337124,2.75199
1482546751694263,0.0354546,-0.000572242,2.75069
1482546751714035,0.0257833,0.00178289,2.74773
1482546751736138,0.0192116,0.0072378,2.74347
1482546751755112,0.00627496,0.0113723,2.73884
1482546751774136,-0.00702379,0.018994,2.73576
1482546751796183,-0.0156348,0.025917,2.73005
1482546751814213,-0.0260227,0.0293817,2.71936
1482546751833735,-0.0438989,0.0311911,2.70675
1482546751855750,-0.0678511,0.0345232,2.69362
1482546751873760,-0.0866469,0.0358593,2.68637
1482546751893888,-0.0935769,0.0392299,2.68225
1482546751916407,-0.0927516,0.0464439,2.67894
1482546751934591,-0.0944141,0.0540986,2.67292
1482546751953786,-0.103996,0.0579899,2.66743
1482546751975800,-0.116463,0.0579402,2.661
1482546751993752,-0.127063,0.0587097,2.65337
1482546752013832,-0.132432,0.0612506,2.64401
1482546752035934,-0.140278,0.0675978,2.63349
1482546752054016,-0.154749,0.0753928,2.62212
1482546752075194,-0.177341,0.083697,2.60928
1482546752096249,-0.200023,0.0925146,2.59488
1482546752114296,-0.21808,0.104147,2.57858
1482546752136938,-0.234795,0.117131,2.5609
1482546752155950,-0.248041,0.130429,2.5427
1482546752173952,-0.259538,0.142146,2.52262
1482546752194965,-0.271612,0.151885,2.50143
1482546752216574,-0.286056,0.160881,2.47948
1482546752234311,-0.301457,0.160525,2.46178
1482546752255401,-0.30998,0.152607,2.44765
1482546752276421,-0.306064,0.142508,2.43452
1482546752293523,-0.297409,0.131388,2.42241
1482546752315248,-0.295414,0.116032,2.41473
1482546752335772,-0.294256,0.100513,2.41241
1482546752353780,-0.283115,0.0861907,2.4117
1482546752374794,-0.268482,0.0760078,2.41205
1482546752398801,-0.260692,0.0676416,2.41141
1482546752414368,-0.256232,0.0592885,2.41023
1482546752438441,-0.248926,0.0525181,2.40987
1482546752456536,-0.248564,0.0433116,2.41118
1482546752478579,-0.252514,0.0336366,2.41666
1482546752496565,-0.252576,0.0269684,2.4259
1482546752516625,-0.243475,0.0220865,2.43593
1482546752534339,-0.239187,0.0217897,2.45027
1482546752556353,-0.247435,0.028569,2.47155
