timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1482546054951601,2,1,1,-2,2,0,-1,0
1482546054951601,7,4,14,5,-3,-3,-2,0
1482546054959605,0,2,29,-1,0,0,-1,-1
1482546054959605,-6,-7,-9,-2,-3,1,1,-2
1482546054975619,0,0,4,-3,-5,-4,0,-1
1482546054975619,0,11,0,10,5,3,1,2
1482546054976591,1,-3,-22,4,1,-4,0,-1
1482546054976591,3,1,9,1,-1,2,-3,-1
1482546054998171,0,-1,7,-3,-17,-8,-1,-1
1482546054998171,0,15,61,16,11,0,0,1
1482546054998642,-7,-25,-59,-47,-1,0,1,-3
1482546054998642,-3,8,6,13,-9,-3,-1,-2
1482546055011678,0,0,-7,-3,-2,0,-2,-1
1482546055011678,0,3,13,-4,-3,-1,-3,-1
1482546055020063,3,1,6,16,3,3,1,1
1482546055020063,-14,-2,-3,-4,3,0,-2,-1
1482546055035127,3,2,9,-7,1,5,-2,1
1482546055035127,-3,-11,-24,-4,-8,-11,0,-2
1482546055036103,-1,5,6,10,-9,-7,-3,0
1482546055036103,-1,-9,-7,-3,9,5,1,-1
1482546055058263,-2,-4,4,4,0,-2,-2,-2
1482546055058263,-5,-10,-19,-6,-4,1,-3,-1
1482546055059207,1,6,-8,-7,-5,-4,-2,-4
1482546055059207,1,-4,-4,-3,-5,-4,0,0
1482546055071273,0,3,17,2,3,4,0,0
1482546055071273,-1,-1,-36,-1,2,2,0,-2
1482546055080252,-3,4,20,-13,-8,-3,-1,1
1482546055080252,1,5,2,-1,2,-1,0,-1
1482546055095289,-4,-23,30,33,1,-6,-1,-3
1482546055095289,2,1,-46,-50,-10,3,1,-1
1482546055096237,-3,1,12,-1,-1,-1,-1,-2
1482546055096237,0,-5,-12,4,3,2,-1,-1
1482546055117888,0,8,3,-16,-5,-5,-2,0
1482546055117888,-2,1,21,25,15,4,3,0
1482546055118886,-5,0,1,9,-5,4,-1,0
1482546055118886,-3,1,17,3,2,-1,4,0
1482546055131899,9,-3,-33,-25,-1,1,0,-1
1482546055131899,-1,-12,2,4,-5,-4,-5,-1
1482546055139906,4,9,-13,2,-2,-4,-1,2
1482546055139906,-3,0,28,15,-2,-2,0,-1
1482546055154916,-10,-1,-30,-10,-4,-2,0,-1
1482546055154916,2,-1,19,4,1,3,1,-1
1482546055155912,-1,-1,14,-23,7,1,-1,-1
1482546055155912,4,6,8,22,-2,1,-3,-1
1482546055177931,-7,-15,-22,-19,-12,-6,-1,0
1482546055177931,-1,11,15,-3,3,0,1,1
1482546055178928,0,-4,-24,-10,0,-2,0,-1
1482546055178928,-4,-22,-3,-1,-4,-1,-4,-3
1482546055191942,2,16,26,-3,2,1,-1,-2
1482546055191942,-6,-3,16,41,1,1,-1,-1
1482546055199968,2,-1,-35,4,6,-4,0,-1
1482546055199968,2,11,10,-16,-4,-4,0,1
1482546055215092,0,-6,-9,8,5,4,-2,-1
1482546055215092,-1,-4,4,-4,-7,-7,-5,-1
1482546055215092,-3,-3,4,8,0,1,1,-1
1482546055215092,2,-3,-13,-8,3,3,2,0
1482546055238118,-2,3,-6,19,13,3,2,2
1482546055238118,3,0,-15,-2,-1,5,2,1
1482546055239091,12,4,21,-28,-10,-2,-2,0
1482546055239091,-14,-5,-68,-20,-8,-6,-3,-1
1482546055251127,13,-4,10,5,-6,-3,-4,-3
1482546055251127,1,1,11,-1,2,-2,0,-2
1482546055260134,1,-6,-33,13,-4,-4,0,0
1482546055260134,11,4,-3,2,0,0,0,1
1482546055275127,-3,4,1,-4,-10,-4,-3,-1
1482546055275127,-5,1,0,-23,10,-2,0,-2
1482546055275127,4,-5,-8,13,-6,5,0,-2
1482546055275127,-3,12,30,12,1,-1,-2,-3
1482546055298137,-6,-6,-37,-54,-14,-6,-1,1
1482546055298137,1,-1,52,23,19,10,1,-1
1482546055299637,-11,15,41,29,4,3,2,1
1482546055299637,-6,-21,-27,-4,4,9,0,-1
1482546055320655,-2,10,18,25,-7,-11,0,0
1482546055320655,6,-4,-47,-30,-21,-9,-5,-2
1482546055321654,-2,2,36,-3,4,-1,0,-1
1482546055321654,3,-19,-48,-2,-1,-1,-1,0
1482546055333662,-26,8,33,4,4,4,2,-2
1482546055333662,9,-3,23,-5,-3,-1,3,1
1482546055342681,-8,-4,-58,6,2,-2,-2,-5
1482546055342681,6,17,45,-3,-1,-1,0,1
1482546055357693,-7,-10,-22,-5,5,3,-2,-3
1482546055357693,-3,-1,-10,11,0,-1,1,1
1482546055359691,-1,-5,26,3,-4,-2,-1,0
1482546055359691,-2,12,10,-8,-6,-4,-2,-1
1482546055380711,7,4,-2,0,2,-2,-3,0
1482546055380711,-12,-14,-41,-3,-5,-2,-4,-2
1482546055381712,-9,-17,-7,-8,-5,-5,-4,-2
1482546055381712,5,2,16,-2,1,-1,-3,-2
1482546055393721,4,6,6,7,6,5,1,1
1482546055393721,4,4,-9,-7,-2,-1,0,-2
1482546055403245,3,1,-19,2,1,0,0,1
1482546055403245,-5,8,40,14,2,-1,-1,0
1482546055418428,1,-15,-36,-19,1,4,0,-1
1482546055418428,-1,2,-10,-18,-6,-3,-2,0
1482546055419415,2,3,3,11,4,-1,0,0
1482546055419415,-6,-4,18,10,-5,0,0,-1
1482546055440447,5,2,-21,-7,-2,-3,-2,-1
1482546055440447,-3,-2,-6,-7,1,1,1,-2
1482546055442445,-5,-3,8,1,1,0,1,-1
1482546055442445,1,-1,-11,-1,-4,-4,-3,-1
1482546055454459,0,-2,15,6,0,-2,-2,-1
1482546055454459,-6,-9,-10,0,-6,-6,-3,-2
1482546055463460,0,8,1,5,10,7,5,1
1482546055463460,4,-2,-23,-12,0,2,-1,-1
1482546055476472,2,4,35,4,0,3,2,0
1482546055476472,-7,-8,-52,0,-2,-4,-3,-3
1482546055485464,0,-8,-6,-8,-12,-6,-5,-1
1482546055485464,0,-2,29,-5,6,2,-1,0
1482546055500509,0,1,3,-1,-1,-1,-2,-1
1482546055500509,3,7,18,10,-2,-4,1,-1
1482546055502494,-4,-4,-8,2,5,2,1,0
1482546055502494,-4,-3,-14,-5,-1,-2,-1,-1
1482546055524040,2,1,0,2,-2,0,-1,0
1482546055524040,0,3,13,6,3,0,-2,0
1482546055526039,-2,0,-11,-9,-7,-3,-2,-1
1482546055526039,-1,-3,3,-3,-2,-4,-1,-2
1482546055536230,1,-4,-5,6,2,-3,0,-6
1482546055536230,-8,4,1,1,-2,4,5,-2
1482546055545324,2,7,18,10,7,3,3,-2
1482546055545324,-3,-8,-12,-25,-18,-10,-1,-1
1482546055560399,0,-1,-8,-2,11,9,3,3
1482546055560399,4,6,14,7,0,-1,-1,0
1482546055562335,-6,-7,11,-9,-6,-3,-5,-3
1482546055562335,1,4,-21,-5,-9,-5,-5,-1
1482546055583385,-3,-6,-2,22,17,-2,-1,-1
1482546055583385,2,-1,-4,-12,-11,-6,-6,-2
1482546055584351,1,2,-1,-6,8,9,3,2
1482546055584351,2,0,-4,-3,3,2,3,3
1482546055596402,-1,2,7,6,-8,-6,-4,0
1482546055596402,-2,2,10,14,3,1,1,-1
1482546055605879,0,-3,3,4,-7,-10,-6,-4
1482546055605879,-3,-4,-13,-7,-2,0,-2,-3
1482546055620512,-1,3,0,-5,-14,-3,-2,-4
1482546055620512,-4,-8,2,-16,1,-3,-3,0
1482546055622510,8,9,-1,11,7,8,0,7
1482546055622510,-7,0,2,4,6,2,7,6
1482546055642577,1,1,0,15,-2,-1,3,1
1482546055642577,-3,-7,3,-3,-1,-2,-2,-1
1482546055644512,1,6,-6,-38,-16,-6,-3,-1
1482546055644512,1,-5,2,10,10,3,-1,0
1482546055656586,-3,3,-4,-2,-7,-3,-2,-5
1482546055656586,-2,-1,12,7,3,-3,-44,-22
1482546055665526,2,-8,-34,18,7,5,49,28
1482546055665526,-15,-15,3,4,-3,-3,-8,-16
1482546055681563,-2,1,4,-12,-5,-2,2,4
1482546055681563,2,2,-5,-1,1,1,-2,-5
1482546055682562,-22,-30,14,4,5,4,-9,-9
1482546055682562,2,0,5,-4,-4,-2,0,1
1482546055703088,2,4,-5,-4,3,-1,-4,0
1482546055703088,-7,4,4,2,0,-1,-17,-15
1482546055704573,10,8,5,-4,-7,-8,1,19
1482546055704573,-7,1,-6,1,1,2,8,7
1482546055716705,7,-6,10,3,4,2,1,-4
1482546055716705,4,2,-14,-3,-3,-1,-3,9
1482546055725769,-3,1,29,-5,-5,-3,-10,-9
1482546055725769,-1,0,-20,5,2,-1,-3,-10
1482546055739818,-1,8,-1,-3,-3,-3,-10,5
1482546055739818,2,1,12,2,-5,1,18,8
1482546055746822,1,2,-47,1,-5,-3,-6,-15
1482546055746822,-1,-5,37,-25,-4,-1,-2,2
1482546055762777,-5,-15,-64,-72,-17,-2,2,-3
1482546055762777,3,0,5,25,6,3,18,9
1482546055764778,0,6,-6,19,1,-2,-5,-8
1482546055764778,1,-8,-78,-42,-3,-6,-12,-3
1482546055785815,-3,-6,16,7,-2,-2,1,0
1482546055785815,-6,-2,16,-8,-2,-2,6,0
1482546055786794,3,9,23,5,2,-2,-10,-1
1482546055786794,-1,2,27,29,0,1,0,-1
1482546055800323,6,2,6,12,13,7,9,3
1482546055800323,-13,-5,-27,-9,-2,-1,-1,1
1482546055806846,14,-1,17,4,-1,-1,-2,-1
1482546055806846,-7,-8,-27,-3,-2,-4,-7,13
1482546055823186,-26,0,26,1,-2,-1,26,-48
1482546055823186,30,-2,7,0,-4,-2,10,14
1482546055824187,6,6,-12,-7,7,8,3,-2
1482546055824187,-16,1,6,7,5,5,-8,-4
1482546055846265,-6,-15,-4,9,-1,-3,-15,6
1482546055846265,15,-2,2,-5,-4,-4,1,-3
1482546055851263,-6,-3,-3,-14,-7,-6,-7,-7
1482546055851263,17,8,7,9,3,3,9,4
1482546055860229,0,2,-9,11,1,-3,-10,5
1482546055860229,-9,0,-9,-10,-3,1,3,-2
1482546055866271,-2,-2,28,2,-5,-3,-3,6
1482546055866271,0,7,-6,-9,-5,-1,-3,-7
1482546055883287,3,-1,12,3,1,-4,-3,10
1482546055883287,-8,0,-7,1,4,4,9,-1
1482546055884248,-4,3,5,0,2,5,-7,-11
1482546055884248,13,6,26,9,-2,-4,5,-2
1482546055905777,1,-2,-8,2,-6,-7,6,8
1482546055905777,-1,-2,-2,-9,7,-1,-8,2
1482546055907272,-15,-7,-11,-6,-6,0,-17,-21
1482546055907272,1,7,-5,-10,2,1,17,7
1482546055919821,4,-5,-19,4,6,4,-4,5
1482546055919821,4,0,18,10,-7,-3,3,3
1482546055926875,-4,-13,21,8,1,-4,-8,-3
1482546055926875,-4,-15,-78,-5,1,-1,-6,-6
1482546055942890,3,9,28,2,-4,0,7,1
1482546055942890,-9,3,3,-2,-1,1,3,0
1482546055944889,-1,2,-11,-11,-1,-3,1,1
1482546055944889,3,0,23,8,-4,0,4,0
1482546055965884,-4,-2,2,4,0,-3,-14,-6
1482546055965884,20,3,-9,0,3,7,28,5
1482546055966852,-7,2,-15,-7,-1,-2,-13,7
1482546055966852,-3,2,42,4,-1,-3,-3,1
1482546055979916,-2,-1,-1,-2,-2,-4,-20,-7
1482546055979916,1,3,2,-8,3,5,-3,5
1482546055986993,-9,-2,-6,1,-3,0,39,13
1482546055986993,5,8,25,12,2,0,-5,-5
1482546056003023,13,-15,-41,-10,-4,-2,-2,1
1482546056003023,-8,6,0,-5,-4,-3,1,6
1482546056004511,-9,-9,16,2,-3,-3,-3,1
1482546056004511,-20,-7,-8,0,2,-4,-18,-28
1482546056025126,1,6,17,8,8,0,8,4
1482546056025126,-5,-2,-2,6,-1,5,-3,-1
1482546056027128,7,3,-36,-59,-7,1,-4,5
1482546056027128,12,8,29,2,5,0,4,4
1482546056040216,-1,2,-15,1,-3,3,-2,-2
1482546056040216,-10,0,13,15,-1,-6,-23,-13
1482546056046244,1,-4,6,12,-2,-4,-6,-8
1482546056046244,2,-3,-10,-7,-10,-3,25,28
1482546056063340,-7,7,19,7,-3,3,-1,0
1482546056063340,-6,0,-3,-3,13,5,-2,3
1482546056064281,11,-13,-19,-19,-8,3,-4,-12
1482546056064281,6,1,7,6,6,-1,-8,-3
1482546056085349,-5,3,9,13,-1,-3,-2,5
1482546056085349,-6,-3,-7,-21,-6,-6,-8,-12
1482546056087330,-4,-4,-40,24,18,-2,-30,-9
1482546056087330,-4,-2,21,2,-1,4,28,-5
1482546056108377,2,-13,-3,0,-4,3,36,22
1482546056108377,31,-7,-62,-1,-2,-3,-41,6
1482546056109887,-22,12,18,1,0,4,37,-27
1482546056109887,-14,-15,-5,-7,-3,0,41,53
1482546056122993,-5,2,-5,2,-2,-4,-18,-14
1482546056122993,3,0,10,-7,-3,-1,-4,1
1482546056124978,23,4,-9,-7,1,-2,-11,9
1482546056124978,-12,2,18,33,-5,-4,-27,-21
1482546056145057,1,-7,-33,-12,2,4,-8,1
1482546056145057,-19,1,13,-5,-10,-10,45,-5
1482546056146996,-12,6,26,5,2,-2,-13,-21
1482546056146996,2,14,29,20,5,12,2,-3
1482546056161027,-6,-28,-88,-29,-7,-6,15,4
1482546056161027,7,1,21,0,1,-3,-39,-17
1482546056168009,2,5,12,16,-6,-3,4,13
1482546056168009,10,4,-4,8,1,-1,1,0
1482546056183036,10,21,68,2,3,1,-27,-10
1482546056183036,-13,-19,-82,6,-5,0,19,15
1482546056185036,-5,-12,4,-49,-7,-6,-5,-4
1482546056185036,-2,1,-19,-8,-9,-5,-31,-20
1482546056205571,6,1,4,-2,-2,0,27,22
1482546056205571,-3,26,75,20,13,10,28,-7
1482546056207568,4,-18,-33,12,-5,-5,-27,15
1482546056207568,-2,-14,-37,-12,1,-2,-18,-25
1482546056219250,13,15,29,-1,0,-3,-16,6
1482546056219250,-2,-3,5,-3,-4,-2,21,32
1482546056228308,2,7,10,14,3,3,-4,-9
1482546056228308,4,0,-5,-12,0,3,25,20
1482546056242383,0,3,5,3,-6,-6,-52,-42
1482546056242383,2,-8,11,21,7,4,59,17
1482546056250347,3,4,-1,-10,3,5,19,18
1482546056250347,-4,-8,-18,-5,-8,-3,-28,-9
1482546056265397,-7,-1,82,-1,1,4,19,4
1482546056265397,-7,-3,-25,-7,-2,-5,-31,-22
1482546056267336,2,4,13,19,-3,-6,6,1
1482546056267336,5,-1,-7,2,1,0,3,-4
1482546056279408,-4,0,-20,0,2,3,5,19
1482546056279408,-5,-1,36,-8,-7,-5,-16,-21
1482546056288365,-2,3,19,5,-1,-3,17,8
1482546056288365,7,-12,3,-20,-7,-6,55,68
1482546056303392,4,5,-27,2,3,8,15,-8
1482546056303392,-11,-3,-20,-3,10,6,-32,-12
1482546056304884,-4,2,4,10,2,2,19,3
1482546056304884,0,5,-7,-27,-9,-5,-67,-48
1482546056325534,-8,-2,24,0,2,-5,37,18
1482546056325534,5,0,5,21,-16,-7,3,9
1482546056326539,3,9,61,4,2,0,-20,-20
1482546056326539,0,5,-31,-44,14,9,9,-1
1482546056339532,-9,-8,-4,-1,-10,-4,-16,-7
1482546056339532,-11,-2,31,2,2,6,-7,-10
1482546056348557,7,9,-15,13,-13,-14,-10,-2
1482546056348557,-4,-4,21,27,7,3,-2,-3
1482546056362566,1,14,17,4,22,2,7,7
1482546056362566,9,1,8,-4,-2,4,-13,-7
1482546056364562,-5,-20,-39,-75,-10,2,2,-4
1482546056364562,-12,-11,46,13,-9,1,5,3
1482546056385582,3,15,-3,32,5,-8,-19,-16
1482546056385582,-8,13,-11,-3,2,-5,0,2
1482546056387566,3,16,-36,22,3,3,0,0
1482546056387566,8,26,46,-1,0,-1,-6,-8
1482546056399606,-2,-9,-31,22,-11,-1,-7,-2
1482546056399606,2,-6,10,-70,-4,-4,-5,-2
1482546056408613,-1,0,3,-5,0,3,9,8
1482546056408613,-4,-1,12,27,0,-4,-7,-10
1482546056422889,1,9,-9,-1,-3,-2,-2,-1
1482546056422889,1,-26,-40,2,-2,-1,-1,2
1482546056424851,-2,8,3,7,1,1,-5,-7
1482546056424851,6,-15,-26,-8,-2,-5,-17,11
1482546056445864,-11,-9,0,-5,-1,0,-25,19
1482546056445864,-24,9,-8,-4,-1,-1,7,-13
1482546056446867,-3,1,-3,14,-1,-4,-10,-8
1482546056446867,4,3,35,15,-3,-3,-5,-3
1482546056459043,0,-17,-23,-45,-8,-4,-15,2
1482546056459043,0,-6,29,17,-4,1,45,44
1482546056468096,-17,-11,-21,5,1,-6,-9,-14
1482546056468096,-6,-2,-4,-1,0,-1,18,-6
1482546056483127,-2,-11,-2,-5,-2,5,10,-4
1482546056483127,6,-3,-15,0,-4,-3,-22,-13
1482546056484129,12,-3,31,11,4,1,1,5
1482546056484129,17,7,-40,-7,3,3,13,3
1482546056505706,-9,3,-4,-1,-1,-3,-20,-21
1482546056505706,-6,0,5,4,-3,-8,-22,-5
1482546056507201,-4,-3,3,1,1,9,19,15
1482546056507201,-3,4,-1,-2,-9,-13,-16,-10
1482546056518827,6,-12,-9,-1,-3,0,9,4
1482546056518827,8,-7,-33,-23,5,7,-19,-12
1482546056527841,-2,25,31,0,-7,-6,4,11
1482546056527841,-23,-22,-12,-2,3,2,-2,-7
1482546056542855,2,17,38,4,-2,-1,8,-8
1482546056542855,-8,-21,-7,-1,-5,-5,22,8
1482546056544853,16,-3,-9,-7,-2,-3,-76,-14
1482546056544853,-11,8,-46,0,3,10,93,29
1482546056565860,13,11,16,-6,-5,-10,1,17
1482546056565860,11,4,-2,3,-3,-7,-17,-7
1482546056566857,-13,-6,16,7,7,15,-2,-12
1482546056566857,26,1,-20,20,-5,-19,5,13
1482546056578986,-9,-3,-21,-29,23,21,-22,-12
1482546056578986,-18,0,-6,-10,-17,1,21,2
1482546056587956,19,4,-34,12,1,-3,36,21
1482546056587956,2,-12,-14,2,20,14,-47,-25
1482546056601632,-35,-3,7,3,-16,-9,38,30
1482546056601632,-1,-5,-4,5,-23,-29,-37,-9
1482546056610753,-6,6,15,5,28,15,10,-11
1482546056610753,9,21,23,-5,-15,-4,-20,-9
1482546056625913,-17,-21,-85,-25,12,13,18,-10
1482546056625913,13,3,16,4,-3,4,-3,-41
1482546056626890,-45,-64,-59,-4,-18,-18,-44,-6
1482546056626890,10,24,56,5,5,-2,8,-22
1482546056638919,-14,-31,-1,16,3,3,-3,-36
1482546056638919,-18,14,70,13,0,6,86,80
1482546056647928,12,6,54,-6,-1,-6,-38,-3
1482546056647928,-7,-58,33,-1,14,11,-38,-39
1482546056662965,-15,-51,-67,-15,-27,-14,21,12
1482546056662965,19,-6,-90,6,11,3,-32,-9
1482546056664916,11,29,108,-5,0,5,-10,-24
1482546056664916,-28,49,-5,-6,-7,-6,31,42
1482546056685956,26,-4,18,9,-2,-5,-12,-11
1482546056685956,18,20,-6,7,8,7,-20,-22
1482546056686933,-3,-18,-57,3,-4,1,20,37
1482546056686933,13,14,-25,-26,-12,-17,-17,-15
1482546056699172,50,1,10,16,-1,-14,-117,-65
1482546056699172,-74,21,7,-12,-1,1,84,62
1482546056708636,-7,-39,-16,-3,-1,1,-21,-39
1482546056708636,-9,-10,-2,-1,-2,3,-34,-26
1482546056722705,12,32,36,3,2,-1,55,35
1482546056722705,45,10,38,6,4,5,-61,-27
1482546056728723,-44,-12,-63,-8,-11,-10,26,-12
1482546056728723,-20,16,-14,8,2,-3,-39,2
1482546056745725,-25,-41,-8,-11,-1,-1,-61,-18
1482546056745725,23,32,16,-4,-2,6,5,-10
1482546056746710,-30,26,106,-3,-5,-5,33,53
1482546056746710,-7,-15,-64,-2,-1,1,-10,-23
1482546056767724,0,43,10,8,-1,-2,12,24
1482546056767724,-16,-22,-3,-2,5,-4,0,-30
1482546056769744,23,-6,-2,58,15,11,-5,24
1482546056769744,-18,-26,-7,-102,-5,1,14,19
1482546056782745,9,20,9,25,-17,-12,6,13
1482546056782745,-13,-22,-2,0,1,-4,-47,4
1482546056788754,20,-6,-12,-1,-1,0,48,64
1482546056788754,13,-4,-3,26,-5,-1,0,-3
1482546056805786,0,37,0,-17,10,17,-17,-24
1482546056805786,19,-25,-12,-9,-5,-16,-1,12
1482546056807286,-3,15,-17,52,-1,-3,54,1
1482546056807286,6,-2,5,-42,0,-5,-62,-8
1482546056827916,-26,-18,-9,4,-1,6,67,-9
1482546056827916,-35,-9,40,4,2,0,-34,-45
1482546056829913,-20,-24,-82,-37,-13,-8,-37,-30
1482546056829913,-8,3,65,51,-7,-4,23,19
1482546056841926,3,10,-26,32,7,2,17,17
1482546056841926,37,-4,-20,-32,2,8,-18,-6
1482546056848929,10,1,-28,-20,5,2,21,-9
1482546056848929,6,7,-42,-20,-2,6,5,0
1482546056865945,-25,0,90,34,-5,-6,-13,-7
1482546056865945,6,11,-26,38,16,2,27,21
1482546056866943,2,-16,-12,-8,-25,-16,-20,-14
1482546056866943,-2,-1,-17,-26,-6,3,-20,-18
1482546056887997,18,13,17,-37,16,3,-7,12
1482546056887997,-1,-5,8,76,-6,1,10,4
1482546056889943,15,15,9,-81,14,8,41,-36
1482546056889943,7,-10,27,123,-7,-4,60,81
1482546056902489,9,2,-53,-96,-12,-6,4,-56
1482546056902489,-23,13,18,26,-9,-9,0,-1
1482546056909488,-14,-28,-32,13,6,1,-40,-6
1482546056909488,-1,1,20,17,-2,-3,6,-14
1482546056925101,7,-9,-16,-13,-7,-2,7,19
1482546056925101,11,-2,-15,11,7,-2,6,9
1482546056927088,3,18,12,-40,3,10,-13,-9
